genotype,file,behavior,start_time,duration
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,10.4,1.167
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,11.7,1.033
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,49.433,3.8
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,67.933,2.967
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,88.867,2.09999999999999
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,91,0.299999999999997
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,91.333,0.733999999999995
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,119.067,0.433000000000007
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,119.533,0.933999999999997
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,120.5,1
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,161.867,1.233
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,182.3,2.06699999999998
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,198.533,6.5
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,205.567,0.532999999999987
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,211.933,2.667
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,226.5,2.90000000000001
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,251.9,3.767
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,271.4,1.767
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,280.2,1.733
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,281.967,1.36600000000004
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,283.367,1.5
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,284.9,0.967000000000041
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,class_all_grooming,285.9,2.06700000000001
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,head,91,0.299999999999997
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,head,280.2,1.733
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,head,283.367,1.5
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,head,285.9,2.06700000000001
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,10.4,1.167
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,11.7,1.033
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,49.433,3.8
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,67.933,2.967
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,88.867,2.09999999999999
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,91.333,0.733999999999995
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,119.067,0.433000000000007
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,119.533,0.933999999999997
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,120.5,1
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,161.867,1.233
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,182.3,2.06699999999998
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,198.533,6.5
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,205.567,0.532999999999987
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,226.5,2.90000000000001
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,251.9,3.767
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,271.4,1.767
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,281.967,1.36600000000004
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,rubbing,284.9,0.967000000000041
All_SocIso_SH,EH250416_SocIso_1_Ch2_MRC.xlsx,wing,211.933,2.667
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,24.333,2.6
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,41.833,1.734
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,45.867,2.7
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,60.5,0.799999999999997
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,61.367,1.466
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,78.833,1.7
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,82.2,1.033
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,92.067,2.16600000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,94.267,1.366
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,97.733,1.8
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,100.867,2.166
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,106.967,5.366
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,127.6,1.96700000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,139.067,1.53299999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,141.9,1.5
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,144.6,3.13300000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,147.9,1.36699999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,149.3,0.766999999999996
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,174.967,2.29999999999998
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,183.033,1.36700000000002
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,184.5,1.19999999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,185.733,0.533999999999992
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,215.8,2.5
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,219.733,2.23400000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,239.233,2.23400000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,249.4,1.59999999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,251.267,1.26599999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,252.567,0.400000000000006
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,253,0.63300000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,253.667,0.233000000000004
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,253.933,0.367000000000019
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,254.333,0.599999999999994
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,254.967,0.5
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,255.5,0.699999999999989
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,256.267,0.333000000000027
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,256.633,1.46700000000004
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,class_all_grooming,270.167,3.10000000000002
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,head,252.567,0.400000000000006
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,head,253.667,0.233000000000004
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,head,254.333,0.599999999999994
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,head,255.5,0.699999999999989
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,head,256.267,0.333000000000027
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,24.333,2.6
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,41.833,1.734
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,45.867,2.7
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,60.5,0.799999999999997
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,61.367,1.466
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,78.833,1.7
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,82.2,1.033
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,92.067,2.16600000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,94.267,1.366
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,97.733,1.8
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,127.6,1.96700000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,139.067,1.53299999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,141.9,1.5
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,144.6,3.13300000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,147.9,1.36699999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,149.3,0.766999999999996
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,174.967,2.29999999999998
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,183.033,1.36700000000002
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,184.5,1.19999999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,185.733,0.533999999999992
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,215.8,2.5
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,219.733,2.23400000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,239.233,2.23400000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,249.4,1.59999999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,251.267,1.26599999999999
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,253,0.63300000000001
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,253.933,0.367000000000019
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,254.967,0.5
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,256.633,1.46700000000004
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,rubbing,270.167,3.10000000000002
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,wing,100.867,2.166
All_SocIso_SH,EH250416_SocIso_1_Scoring_CH1_DL.xlsx,wing,106.967,5.366
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,6.333,0.6
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,7.033,2.567
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,12.067,2.066
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,14.433,1.534
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,16,1.267
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,17.5,1.733
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,19.267,2.2
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,21.5,0.533000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,22.067,1.966
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,24.067,0.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,24.6,0.699999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,25.333,0.600000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,25.967,0.566000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,26.567,0.466000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,27.067,0.332999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,27.433,0.434000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,27.9,0.767000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,28.7,0.367000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,29.1,0.299999999999997
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,29.433,1.034
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,30.5,0.533000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,31.067,1.433
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,32.533,0.433999999999997
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,33,2.933
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,35.967,0.700000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,37.8,2.1
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,40.4,4.467
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,44.933,0.533999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,86.333,1.134
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,89.367,3.133
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,94.667,0.332999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,95.567,1.40000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,102,1.333
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,103.367,0.432999999999993
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,132.267,0.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,132.8,1.667
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,135.333,2.667
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,138.3,3.63299999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,149.1,1.90000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,152.033,1.10000000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,153.167,1.09999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,155.333,0.400000000000006
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,155.767,1.03300000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,156.833,0.699999999999989
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,157.567,0.365999999999985
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,158.3,1.667
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,160.133,2.23399999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,162.4,0.36699999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,163.833,1.03399999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,165.4,0.466999999999985
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,165.9,1.19999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,167.133,0.167000000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,167.433,2.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,170.167,0.800000000000011
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,171.1,1.233
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,172.367,0.600000000000023
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,173,0.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,173.567,0.532999999999987
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,174.233,0.36699999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,174.633,0.633999999999986
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,175.3,0.699999999999989
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,176.533,0.700000000000017
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,177.267,0.832999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,178.133,0.334000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,178.5,0.233000000000004
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,178.767,0.0999999999999943
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,178.9,0.332999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,232.067,2.09999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,241.933,0.700000000000017
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,242.833,3.167
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,246.367,3.666
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,250.067,0.832999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,286.8,4.233
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,291.067,1.06599999999997
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,292.167,0.43300000000005
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,292.633,0.766999999999996
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,293.433,0.634000000000015
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,294.1,0.799999999999955
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,295.033,0.633999999999958
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,class_all_grooming,297.767,0.76600000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,6.333,0.6
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,21.5,0.533000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,24.067,0.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,25.333,0.600000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,26.567,0.466000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,27.433,0.434000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,28.7,0.367000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,29.433,1.034
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,31.067,1.433
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,33,2.933
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,157.567,0.365999999999985
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,167.133,0.167000000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,171.1,1.233
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,173,0.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,173.567,0.532999999999987
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,174.233,0.36699999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,175.3,0.699999999999989
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,176.533,0.700000000000017
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,178.133,0.334000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,head,178.767,0.0999999999999943
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,7.033,2.567
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,12.067,2.066
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,14.433,1.534
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,16,1.267
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,17.5,1.733
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,19.267,2.2
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,22.067,1.966
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,24.6,0.699999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,25.967,0.566000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,27.067,0.332999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,27.9,0.767000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,29.1,0.299999999999997
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,30.5,0.533000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,32.533,0.433999999999997
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,35.967,0.700000000000003
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,44.933,0.533999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,86.333,1.134
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,89.367,3.133
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,94.667,0.332999999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,95.567,1.40000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,102,1.333
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,103.367,0.432999999999993
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,132.267,0.5
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,132.8,1.667
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,135.333,2.667
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,138.3,3.63299999999998
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,149.1,1.90000000000001
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,152.033,1.10000000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,153.167,1.09999999999999
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,155.333,0.400000000000006
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,155.767,1.03300000000002
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,156.833,0.699999999999989
All_SocIso_SH,EH250416_SocIso_2_Scoring_CH1_DL.xlsx,rubbing,158.3,1.667
